226620	216922	46382	3646
159374	150734	31548	2571
159434	150740	31568	2592
159309	150766	31747	2557
159230	150574	31616	2646
159150	150471	31718	2571
159217	150522	31573	2574
158939	150371	31454	2593
158939	150318	31451	2615
159100	150395	31689	2580
159038	150316	31571	2573
159255	150747	31447	2550
159247	150639	31416	2667
159386	150794	31580	2527
159304	150616	31506	2576
159518	150845	31661	2629
159664	151024	31617	2590
159035	150517	31548	2556
158867	150298	31471	2599
159333	150675	31411	2606
158964	150450	31312	2598
159449	150835	31394	2561
159229	150568	31685	2583
158845	150165	31529	2554
159876	151219	31852	2575
159202	150499	31715	2644
158927	150328	31632	2549
159246	150613	31531	2614
159241	150697	31407	2651
159153	150555	31674	2612
159502	150789	31510	2703
159437	150743	31855	2641
159170	150448	31874	2579
159638	150925	31706	2586
159127	150626	31467	2593
158973	150376	31592	2636
159372	150692	31473	2579
159400	150705	31599	2603
159279	150665	31513	2569
159533	150952	31780	2612
159442	150822	31534	2607
158760	150243	31270	2566
159446	150968	31547	2564
159639	151027	31532	2544
159099	150577	31528	2573
159243	150550	31540	2575
159052	150438	31618	2527
158796	150137	31601	2645
159173	150634	31458	2576
159694	151026	31561	2624
159122	150405	31699	2571
159139	150579	31541	2626
158903	150217	31881	2536
159784	150939	31773	2607
159286	150607	31632	2577
159380	150607	31932	2642
159020	150256	31593	2637
159247	150632	31557	2625
159169	150463	31579	2620
159494	150800	31605	2582
158809	150247	31591	2510
158907	150273	31283	2625
159324	150543	31670	2608
158763	150210	31296	2601
159285	150617	31642	2597
158931	150318	31680	2633
158691	150119	31386	2555
159180	150656	31418	2620
158592	149991	31245	2590
159137	150451	31472	2638
159668	151062	31603	2596
158511	149883	31363	2607
158884	150258	31501	2655
159122	150476	31451	2513
159391	150749	31481	2598
159219	150546	31674	2648
159202	150668	31495	2586
159349	150747	31575	2649
159155	150506	31619	2592
159186	150675	31336	2532
159110	150563	31433	2539
159579	150915	31593	2710
159115	150565	31388	2673
158975	150135	31786	2599
158881	150316	31692	2572
159530	151015	31467	2616
158771	150298	31495	2627
158642	150067	31458	2607
159595	151122	31474	2689
159128	150447	31592	2632
159456	150788	31684	2648
159066	150456	31496	2583
159575	150943	31745	2589
159169	150439	31836	2583
159468	150845	31574	2555
159573	150967	31524	2573
159591	150996	31480	2613
159036	150545	31449	2587
159174	150537	31700	2657
159112	150427	31605	2622
158720	150156	31466	2628
158821	150253	31640	2571
159417	150733	31784	2610
159017	150585	31387	2525
159120	150518	31623	2621
159401	150851	31612	2506
159551	151025	31646	2580
159238	150620	31540	2611
159405	150815	31410	2593
159483	150824	31564	2654
159422	150748	31681	2596
159343	150765	31413	2586
159837	151188	31489	2626
159366	150604	31630	2636
159165	150566	31654	2623
159781	151078	31783	2611
159162	150500	31778	2674
159384	150758	31538	2579
158801	150209	31437	2595
159739	151122	31397	2590
159654	150954	31669	2634
159260	150572	31704	2695
158974	150323	31599	2619
158471	149785	31609	2562
158896	150248	31821	2661
159345	150685	31861	2578
159169	150572	31513	2525
159035	150458	31506	2632
159689	151156	31624	2593
159471	150889	31593	2671
158927	150487	31346	2533
159341	150768	31644	2605
159141	150467	31508	2550
159177	150572	31543	2585
159518	150872	31778	2682
159487	150839	31602	2736
158997	150448	31417	2615
159361	150651	31708	2613
159584	150939	31559	2582
159316	150523	31583	2577
159167	150598	31365	2533
159353	150696	31654	2645
159324	150681	31617	2547
159127	150435	31500	2561
159869	151186	31552	2605
159305	150774	31532	2676
158644	150042	31540	2566
159653	151024	31653	2634
158995	150388	31512	2567
159071	150379	31517	2544
159426	150895	31375	2573
159122	150519	31641	2668
159172	150548	31708	2617
159136	150541	31336	2583
159220	150535	31503	2579
158947	150315	31525	2555
159064	150467	31645	2621
159191	150728	31336	2529
159099	150386	31839	2639
158914	150307	31456	2567
159097	150489	31358	2564
158612	150123	31503	2590
158917	150420	31610	2553
158905	150207	31541	2610
158942	150359	31440	2650
158962	150198	31847	2639
159270	150753	31554	2563
159594	150990	31555	2612
159371	150825	31421	2639
159149	150610	31495	2598
159590	151028	31423	2602
159176	150593	31697	2582
158355	149757	31372	2690
159132	150602	31481	2611
159156	150550	31476	2569
159302	150639	31372	2617
159050	150524	31505	2584
159060	150565	31378	2565
159055	150378	31750	2514
159623	150865	31784	2633
159163	150631	31460	2579
159448	150942	31462	2615
158987	150266	31529	2661
159728	150944	31565	2571
159136	150572	31393	2577
158988	150384	31503	2616
159027	150422	31584	2550
159038	150460	31393	2626
159115	150641	31474	2672
159365	150658	31763	2646
159325	150823	31419	2545
159601	151031	31647	2566
159231	150739	31309	2502
159101	150394	31572	2552
159281	150620	31514	2577
159237	150591	31501	2591
158987	150315	31643	2704
159282	150698	31472	2617
159367	150650	31612	2619
159159	150634	31471	2539
159041	150290	31656	2644
159816	151282	31762	2539
158955	150268	31533	2630
159137	150663	31633	2594
159290	150625	31519	2633
159286	150629	31684	2657
159513	151002	31328	2606
159621	150931	31669	2621
159157	150686	31349	2588
159504	151119	31444	2498
159181	150576	31568	2587
159201	150538	31606	2627
158884	150305	31559	2594
159280	150798	31493	2608
159263	150708	31468	2658
159268	150655	31541	2599
159058	150352	31391	2624
159096	150652	31482	2525
159228	150583	31635	2599
159621	151091	31920	2493
159026	150410	31447	2583
159158	150597	31391	2587
159212	150550	31506	2572
159262	150523	31550	2624
159391	150784	31444	2514
159390	150564	31569	2637
159582	151017	31596	2640
158975	150476	31459	2686
159383	150709	31508	2633
159413	150784	31455	2605
158688	150006	31791	2564
159234	150558	31601	2687
159640	150877	31773	2646
158926	150375	31511	2627
159136	150576	31491	2547
159100	150549	31544	2590
159176	150556	31610	2613
159267	150595	31618	2639
158772	150274	31374	2585
158670	150165	31357	2562
159476	150836	31461	2677
159084	150399	31774	2564
159681	151143	31554	2601
158687	149980	31581	2543
159532	150776	31861	2654
159239	150631	31589	2569
159233	150493	31595	2531
159259	150560	31775	2613
159086	150362	31599	2639
159443	150768	31597	2624
158801	150279	31554	2526
159354	150717	31493	2569
159132	150515	31690	2662
159093	150435	31503	2664
158991	150253	31617	2628
159001	150370	31545	2545
159135	150547	31474	2601
159138	150429	31689	2580
159438	150811	31623	2547
159276	150654	31408	2572
159112	150399	31681	2541
159353	150768	31640	2661
159202	150530	31531	2614
159479	150875	31525	2571
159399	150752	31678	2551
159165	150615	31736	2590
159080	150412	31795	2597
158775	150243	31578	2576
159446	150803	31412	2564
159228	150512	31705	2624
158900	150201	31600	2581
158954	150264	31493	2625
159151	150495	31622	2528
158926	150248	31514	2617
159299	150644	31674	2615
159359	150669	31838	2648
158883	150370	31368	2609
159532	150860	31783	2647
159404	150767	31689	2578
158848	150281	31254	2630
159247	150598	31639	2650
159362	150828	31747	2582
159358	150820	31537	2534
159133	150630	31497	2485
158945	150317	31653	2599
159242	150549	31673	2582
159183	150496	31587	2590
158707	150074	31480	2529
159362	150742	31573	2581
159754	151016	31733	2624
159199	150587	31513	2623
159096	150527	31663	2615
158412	149841	31256	2557
159197	150585	31552	2608
158861	150416	31480	2539
159168	150710	31464	2548
158794	150332	31606	2557
159548	151060	31487	2572
159098	150373	31657	2547
