83574	78199	9237	341
40714	37579	4834	250
40936	37673	4911	249
41198	37985	4943	232
41099	38020	4756	250
41339	38203	4708	262
41183	38000	4900	270
40679	37608	4690	247
40879	37747	4725	273
40663	37556	4787	211
40798	37609	4897	232
40809	37581	4885	253
41170	37984	4915	231
40850	37630	4891	304
40929	37749	4802	263
41212	38127	4819	224
41113	37951	4777	243
40941	37858	4742	242
40880	37770	4744	260
40693	37534	4818	250
41174	38009	4853	260
41102	37971	4760	262
41217	37942	4945	268
40570	37455	4756	259
40760	37637	4819	237
40887	37719	4879	264
40911	37856	4683	217
40745	37618	4730	239
40909	37777	4783	251
40919	37769	4855	245
40790	37664	4798	232
40785	37718	4675	218
40883	37748	4723	240
40857	37677	4849	248
40872	37808	4762	225
41097	37890	4868	246
40893	37719	4860	232
41329	38177	4763	249
40952	37815	4758	242
41276	38032	5007	244
41008	37863	4815	242
40905	37646	4947	263
40830	37729	4749	258
40983	37780	4890	218
41030	37805	4920	235
40848	37807	4697	240
41054	37898	4768	228
40883	37719	4797	255
40931	37752	4786	269
41134	37915	4882	254
40940	37758	4834	261
40636	37590	4734	217
41219	37989	4934	282
40957	37906	4715	254
40968	37854	4873	215
41232	38061	4881	259
40815	37637	4856	255
41183	38027	4809	258
41160	37971	4795	238
41253	38153	4832	235
40988	37843	4837	213
40951	37828	4821	244
40975	37904	4754	258
41040	37849	4878	220
41137	37978	4806	221
40697	37561	4856	230
41106	37976	4767	227
40730	37563	4831	235
40804	37666	4801	220
40807	37675	4746	245
40959	37862	4846	227
41018	37908	4801	273
40959	37813	4846	209
40828	37680	4810	223
41090	37851	4985	251
40888	37684	4925	254
41130	37920	4856	243
40866	37741	4743	278
41125	38021	4848	253
41114	38021	4685	233
41016	37763	4854	248
41139	38001	4883	284
40742	37536	4956	257
40540	37446	4824	254
40973	37853	4784	248
40796	37591	4890	265
40994	37754	4911	271
41498	38279	4854	250
40733	37564	4787	247
41092	37907	4815	253
41092	37938	4797	235
41468	38256	4864	236
41252	38179	4792	240
40874	37738	4745	246
40659	37558	4799	245
41286	38108	4865	251
40711	37607	4825	228
40626	37552	4677	241
40834	37664	4811	242
40940	37725	4953	236
40799	37716	4739	246
41048	37986	4757	231
41269	38127	4797	238
40822	37669	4743	246
41264	38107	4851	257
40837	37735	4802	264
40891	37781	4754	213
40763	37653	4772	218
